dni,supermercado,provincia,fecha_llegada,fecha_salida,total_compra
29192757F,Dia,Malaga,11/04/2019 00:47,11/04/2019 02:21,133.13
66595641S,Supersol,Granada,11/04/2019 02:18,11/04/2019 05:00,148.41
36543958V,Mas,Cadiz,11/04/2019 02:54,11/04/2019 03:29,100.83
57404511F,Lidl,Sevilla,11/04/2019 12:07,11/04/2019 12:10,58.25
92168730W,Mercadona,Cadiz,11/04/2019 12:16,11/04/2019 12:47,74.21
26730664H,Mercadona,Almeria,11/04/2019 14:37,11/04/2019 15:53,174.19
19250471T,Supersol,Jaen,11/04/2019 17:48,11/04/2019 18:46,26.92
50422160L,Dia,Malaga,11/04/2019 19:19,11/04/2019 21:16,93.42
97647240G,Lidl,Granada,11/04/2019 19:32,11/04/2019 20:42,20.30
06903946J,Dia,Cadiz,12/04/2019 00:39,12/04/2019 02:55,118.89
29436667W,Dia,Huelva,12/04/2019 04:54,12/04/2019 05:33,191.30
74159107T,Dia,Cadiz,12/04/2019 10:06,12/04/2019 11:42,90.76
58351586B,Mercadona,Huelva,12/04/2019 12:03,12/04/2019 13:20,42.20
28861534F,Dia,Almeria,12/04/2019 12:05,12/04/2019 12:29,39.47
68354845H,Aldi,Jaen,12/04/2019 13:10,12/04/2019 13:32,79.03
56266235R,Aldi,Almeria,12/04/2019 20:13,12/04/2019 22:30,182.28
47675178L,Aldi,Cadiz,12/04/2019 21:54,12/04/2019 22:40,159.74
10095030P,Supersol,Malaga,13/04/2019 05:58,13/04/2019 06:51,173.18
70266646J,Lidl,Cadiz,13/04/2019 08:15,13/04/2019 10:18,163.04
07136710V,Mercadona,Sevilla,13/04/2019 10:59,13/04/2019 11:16,90.14
42068364F,Lidl,Jaen,13/04/2019 11:06,13/04/2019 12:18,52.65
12164850N,Mercadona,Cordoba,13/04/2019 12:27,13/04/2019 15:09,47.81
90198216J,Mas,Sevilla,13/04/2019 21:32,13/04/2019 21:56,1.58
37483488C,Supersol,Malaga,14/04/2019 02:11,14/04/2019 04:40,5.53
20575725V,Lidl,Huelva,14/04/2019 10:35,14/04/2019 11:06,13.77
29300457K,Carrefour,Almeria,14/04/2019 18:26,14/04/2019 21:15,149.77
51933957A,Lidl,Cadiz,15/04/2019 06:46,15/04/2019 07:18,184.56
14764267S,Carrefour,Sevilla,15/04/2019 07:19,15/04/2019 08:19,44.62
17745965Q,Mercadona,Jaen,15/04/2019 10:42,15/04/2019 12:49,148.09
59255465J,Lidl,Huelva,15/04/2019 23:10,16/04/2019 02:05,6.09
52084140L,Lidl,Cadiz,15/04/2019 23:27,16/04/2019 01:48,146.56
54197541L,Aldi,Cadiz,16/04/2019 00:53,16/04/2019 01:22,166.05
04551750G,Carrefour,Sevilla,16/04/2019 01:31,16/04/2019 03:27,33.95
96501703M,Dia,Huelva,16/04/2019 01:38,16/04/2019 03:43,61.01
05350155X,Dia,Granada,16/04/2019 04:08,16/04/2019 06:38,81.68
99759124M,Mas,Sevilla,16/04/2019 17:49,16/04/2019 20:04,190.86
75532742Y,Dia,Malaga,16/04/2019 18:48,16/04/2019 19:53,168.82
91377301A,Mas,Jaen,16/04/2019 21:23,16/04/2019 21:25,119.98
36543958V,Dia,Almeria,16/04/2019 21:55,16/04/2019 22:41,183.63
09223452S,Mas,Sevilla,16/04/2019 22:40,16/04/2019 23:52,141.47
76663187R,Supersol,Jaen,17/04/2019 06:23,17/04/2019 06:33,177.01
86544030K,Mercadona,Huelva,17/04/2019 12:23,17/04/2019 14:05,152.87
57983095A,Mas,Malaga,17/04/2019 16:58,17/04/2019 17:35,32.65
44558900B,Dia,Malaga,17/04/2019 23:42,18/04/2019 00:19,108.10
58621691G,Lidl,Malaga,18/04/2019 00:35,18/04/2019 03:09,135.83
39893144N,Aldi,Cordoba,18/04/2019 00:50,18/04/2019 01:36,102.06
58621691G,Aldi,Malaga,18/04/2019 02:08,18/04/2019 02:54,30.72
77898474G,Mas,Granada,18/04/2019 18:06,18/04/2019 20:23,195.96
68354845H,Supersol,Cordoba,18/04/2019 23:35,19/04/2019 01:00,144.83
68082758K,Lidl,Granada,19/04/2019 00:24,19/04/2019 03:18,99.43
22621404F,Dia,Cadiz,19/04/2019 02:35,19/04/2019 04:53,119.23
09020931D,Mas,Granada,19/04/2019 03:40,19/04/2019 05:17,69.46
74077105Q,Supersol,Granada,19/04/2019 08:06,19/04/2019 08:09,74.62
29554681A,Supersol,Cordoba,19/04/2019 08:35,19/04/2019 10:07,34.17
09223452S,Supersol,Cordoba,19/04/2019 09:06,19/04/2019 10:43,19.84
92400251M,Mercadona,Jaen,19/04/2019 18:18,19/04/2019 19:53,176.13
98548059M,Mas,Jaen,19/04/2019 21:10,19/04/2019 21:31,179.39
99687267T,Lidl,Sevilla,20/04/2019 04:19,20/04/2019 05:04,181.41
60694594D,Supersol,Malaga,20/04/2019 11:34,20/04/2019 13:05,104.37
95589085G,Supersol,Jaen,20/04/2019 14:52,20/04/2019 15:01,55.27
82247272P,Aldi,Cadiz,20/04/2019 16:23,20/04/2019 16:58,125.09
77345797V,Mercadona,Jaen,20/04/2019 23:44,21/04/2019 00:57,59.79
96080754W,Mercadona,Malaga,21/04/2019 00:15,21/04/2019 02:59,84.93
29608161P,Lidl,Malaga,21/04/2019 09:34,21/04/2019 12:24,117.59
64270646K,Carrefour,Almeria,21/04/2019 14:12,21/04/2019 15:10,54.13
39434545X,Mas,Cordoba,21/04/2019 16:52,21/04/2019 19:49,138.92
30264254A,Aldi,Sevilla,21/04/2019 19:26,21/04/2019 21:18,15.46
86835115H,Mercadona,Malaga,21/04/2019 19:30,21/04/2019 21:10,88.63
63680819Y,Mercadona,Almeria,22/04/2019 01:50,22/04/2019 03:19,61.18
26595089M,Lidl,Malaga,22/04/2019 06:22,22/04/2019 07:31,175.94
88994494L,Mercadona,Granada,22/04/2019 11:28,22/04/2019 14:01,106.87
10564050N,Mercadona,Almeria,22/04/2019 11:36,22/04/2019 12:00,62.09
16274345M,Lidl,Almeria,23/04/2019 00:35,23/04/2019 03:08,41.92
42679297Z,Mas,Almeria,23/04/2019 05:52,23/04/2019 06:25,183.81
69153976Z,Mercadona,Malaga,23/04/2019 09:05,23/04/2019 09:56,91.69
97145433B,Lidl,Jaen,23/04/2019 11:26,23/04/2019 12:50,52.93
96080754W,Aldi,Granada,23/04/2019 16:34,23/04/2019 17:32,199.53
58119483R,Aldi,Cordoba,23/04/2019 17:34,23/04/2019 19:47,102.63
94592071V,Carrefour,Jaen,23/04/2019 20:21,23/04/2019 22:54,151.64
48728111N,Supersol,Almeria,24/04/2019 00:47,24/04/2019 03:06,13.24
14726795X,Carrefour,Granada,24/04/2019 06:41,24/04/2019 07:23,53.96
31541431J,Mas,Huelva,24/04/2019 11:46,24/04/2019 12:22,36.88
70405101P,Carrefour,Cadiz,24/04/2019 12:00,24/04/2019 13:22,105.62
42238507L,Mas,Malaga,24/04/2019 15:03,24/04/2019 15:20,75.10
67798408C,Supersol,Huelva,24/04/2019 21:00,24/04/2019 23:12,94.22
08067548E,Carrefour,Cordoba,25/04/2019 02:03,25/04/2019 03:12,103.96
30510524N,Carrefour,Huelva,25/04/2019 04:09,25/04/2019 05:02,26.43
63283958X,Mercadona,Jaen,25/04/2019 04:40,25/04/2019 05:20,109.19
13529450E,Mas,Malaga,25/04/2019 07:36,25/04/2019 08:09,21.08
00453082M,Aldi,Cadiz,25/04/2019 08:23,25/04/2019 08:56,15.22
39278848T,Mercadona,Malaga,25/04/2019 08:50,25/04/2019 09:50,170.28
71347495T,Supersol,Granada,26/04/2019 10:53,26/04/2019 12:03,65.38
75532742Y,Aldi,Malaga,26/04/2019 13:26,26/04/2019 14:22,154.72
90225569L,Mas,Cordoba,26/04/2019 13:42,26/04/2019 16:33,116.34
62324051P,Aldi,Cordoba,26/04/2019 14:41,26/04/2019 15:00,179.63
37483488C,Aldi,Malaga,26/04/2019 14:43,26/04/2019 16:58,85.28
92098047K,Supersol,Granada,26/04/2019 18:33,26/04/2019 19:08,102.71
89165507G,Supersol,Jaen,26/04/2019 21:43,27/04/2019 00:25,33.93
14726795X,Carrefour,Huelva,26/04/2019 23:02,26/04/2019 23:06,74.26
07657003G,Mas,Jaen,27/04/2019 12:35,27/04/2019 13:23,113.07
40961226C,Dia,Cordoba,27/04/2019 17:18,27/04/2019 19:40,118.60
46993759K,Dia,Almeria,27/04/2019 17:48,27/04/2019 19:50,199.89
09020931D,Mas,Granada,27/04/2019 20:29,27/04/2019 23:01,133.33
76907309R,Supersol,Cadiz,28/04/2019 03:14,28/04/2019 04:08,145.74
61366995M,Lidl,Sevilla,28/04/2019 06:40,28/04/2019 08:14,146.83
41937393K,Aldi,Jaen,28/04/2019 12:33,28/04/2019 12:40,159.93
42522304L,Aldi,Huelva,28/04/2019 12:35,28/04/2019 15:24,42.17
15105765D,Mercadona,Cadiz,28/04/2019 13:28,28/04/2019 15:27,102.60
70504195H,Mercadona,Huelva,28/04/2019 17:23,28/04/2019 19:31,176.49
22369448Q,Carrefour,Jaen,28/04/2019 19:41,28/04/2019 21:01,43.03
38613809Y,Supersol,Malaga,29/04/2019 05:03,29/04/2019 07:35,152.37
10095030P,Carrefour,Cordoba,29/04/2019 10:56,29/04/2019 10:57,185.05
43280337H,Lidl,Malaga,29/04/2019 11:08,29/04/2019 13:37,32.68
23630297M,Dia,Almeria,29/04/2019 15:08,29/04/2019 16:58,84.04
87219759X,Carrefour,Sevilla,29/04/2019 15:19,29/04/2019 17:12,58.51
88351059D,Mas,Cadiz,29/04/2019 15:25,29/04/2019 17:24,67.21
13525512V,Carrefour,Cadiz,29/04/2019 17:39,29/04/2019 19:17,6.19
42068364F,Mercadona,Cadiz,29/04/2019 19:42,29/04/2019 21:04,66.55
51310301S,Mas,Jaen,29/04/2019 19:59,29/04/2019 21:14,39.58
62973732P,Dia,Huelva,29/04/2019 23:21,30/04/2019 00:29,180.36
02866418C,Mas,Cadiz,30/04/2019 02:14,30/04/2019 05:04,163.88
49806525W,Dia,Granada,30/04/2019 02:30,30/04/2019 05:07,36.90
79707751D,Mercadona,Huelva,30/04/2019 12:36,30/04/2019 12:53,139.01
82989376V,Dia,Cadiz,30/04/2019 12:57,30/04/2019 15:27,68.60
29300457K,Carrefour,Cordoba,30/04/2019 16:05,30/04/2019 16:12,20.45
72006198Y,Mercadona,Malaga,30/04/2019 17:31,30/04/2019 20:11,118.87
54445204H,Aldi,Sevilla,30/04/2019 17:41,30/04/2019 19:52,26.18
18343589P,Aldi,Malaga,30/04/2019 20:45,30/04/2019 22:07,45.29
15893816B,Aldi,Jaen,30/04/2019 20:54,30/04/2019 21:28,145.81
67128933Y,Carrefour,Malaga,01/05/2019 00:53,01/05/2019 03:48,6.39
54834500Q,Dia,Almeria,01/05/2019 02:49,01/05/2019 04:59,62.68
13811493Q,Dia,Huelva,01/05/2019 08:35,01/05/2019 11:14,64.29
54930005W,Mercadona,Sevilla,01/05/2019 09:36,01/05/2019 10:23,32.83
56667898S,Carrefour,Almeria,01/05/2019 09:41,01/05/2019 12:18,163.36
89017011L,Dia,Granada,01/05/2019 10:40,01/05/2019 12:29,89.26
71312519F,Mas,Cadiz,01/05/2019 22:26,02/05/2019 01:18,138.52
50606212W,Supersol,Cordoba,01/05/2019 23:01,02/05/2019 02:01,191.05
90198216J,Supersol,Jaen,02/05/2019 05:35,02/05/2019 07:11,131.14
15114702E,Mercadona,Cordoba,02/05/2019 08:59,02/05/2019 11:15,193.31
97785005E,Supersol,Almeria,02/05/2019 17:54,02/05/2019 19:50,154.14
05350155X,Supersol,Granada,03/05/2019 10:25,03/05/2019 13:10,179.51
64270646K,Dia,Huelva,03/05/2019 19:44,03/05/2019 20:37,60.76
86328458M,Carrefour,Almeria,03/05/2019 23:32,04/05/2019 01:02,79.15
85915274Q,Aldi,Malaga,04/05/2019 01:53,04/05/2019 02:20,85.10
51990858W,Lidl,Jaen,04/05/2019 07:45,04/05/2019 07:58,105.95
52109319J,Mas,Malaga,04/05/2019 12:36,04/05/2019 15:30,71.12
82623561V,Supersol,Jaen,04/05/2019 17:59,04/05/2019 20:21,177.29
69848010T,Mercadona,Jaen,04/05/2019 22:04,05/05/2019 00:01,47.00
21135362H,Dia,Cordoba,05/05/2019 02:32,05/05/2019 02:38,158.73
43280337H,Mercadona,Malaga,05/05/2019 07:20,05/05/2019 09:53,115.54
36098787B,Dia,Malaga,05/05/2019 10:54,05/05/2019 13:11,58.32
13886180E,Aldi,Malaga,05/05/2019 11:35,05/05/2019 13:45,160.96
26730664H,Mas,Granada,05/05/2019 14:22,05/05/2019 15:32,87.34
23041602H,Lidl,Malaga,05/05/2019 17:45,05/05/2019 17:58,164.31
42469218V,Aldi,Cordoba,05/05/2019 23:20,06/05/2019 01:40,79.54
48728111N,Mercadona,Huelva,06/05/2019 08:37,06/05/2019 09:16,161.80
09012314V,Carrefour,Cadiz,06/05/2019 12:20,06/05/2019 13:57,182.07
49861960F,Supersol,Jaen,06/05/2019 13:04,06/05/2019 13:26,84.57
04885246T,Mercadona,Huelva,06/05/2019 13:59,06/05/2019 16:50,189.41
38465415P,Mercadona,Sevilla,06/05/2019 17:45,06/05/2019 18:10,54.39
14764267S,Lidl,Jaen,06/05/2019 18:06,06/05/2019 18:21,159.48
68994709E,Dia,Cadiz,07/05/2019 04:04,07/05/2019 04:32,174.27
43988060P,Mercadona,Jaen,07/05/2019 04:16,07/05/2019 05:38,129.07
40794181R,Supersol,Jaen,07/05/2019 23:38,07/05/2019 23:53,121.24
18343589P,Mas,Cordoba,08/05/2019 00:54,08/05/2019 01:34,178.28
76907309R,Supersol,Malaga,08/05/2019 03:01,08/05/2019 03:59,121.06
70406167Q,Mercadona,Cadiz,08/05/2019 17:56,08/05/2019 18:16,182.02
61828490M,Mas,Huelva,09/05/2019 00:01,09/05/2019 01:22,36.53
98991637M,Supersol,Cordoba,09/05/2019 00:08,09/05/2019 00:18,144.01
60694594D,Mas,Sevilla,09/05/2019 01:23,09/05/2019 03:48,143.86
33450761K,Mas,Cadiz,09/05/2019 01:43,09/05/2019 02:12,194.00
93729765G,Aldi,Granada,09/05/2019 13:18,09/05/2019 14:39,15.94
54744570Q,Lidl,Granada,09/05/2019 13:23,09/05/2019 15:58,117.58
97548385A,Mas,Huelva,09/05/2019 19:35,09/05/2019 21:10,122.22
76663187R,Supersol,Granada,10/05/2019 04:22,10/05/2019 05:35,172.21
95213906R,Lidl,Malaga,10/05/2019 09:29,10/05/2019 11:56,134.36
26617157Q,Lidl,Cadiz,10/05/2019 20:11,10/05/2019 21:32,70.61
15105765D,Mas,Jaen,10/05/2019 20:14,10/05/2019 21:39,179.65
76663187R,Lidl,Sevilla,10/05/2019 23:18,11/05/2019 00:39,99.05
62973732P,Carrefour,Granada,11/05/2019 01:04,11/05/2019 03:10,54.53
59470217Z,Carrefour,Huelva,11/05/2019 04:04,11/05/2019 06:27,64.15
87331079X,Dia,Almeria,11/05/2019 13:22,11/05/2019 13:38,65.84
86672846Z,Carrefour,Huelva,11/05/2019 14:26,11/05/2019 16:50,54.72
10070796Q,Aldi,Granada,11/05/2019 15:38,11/05/2019 16:04,105.03
88066029H,Supersol,Sevilla,11/05/2019 15:57,11/05/2019 16:53,7.53
06286245T,Aldi,Almeria,11/05/2019 16:08,11/05/2019 16:33,122.78
43988060P,Aldi,Almeria,11/05/2019 23:59,12/05/2019 00:58,37.72
83476106K,Dia,Jaen,12/05/2019 03:22,12/05/2019 05:33,37.28
58119483R,Mercadona,Jaen,12/05/2019 03:35,12/05/2019 03:44,128.35
05350155X,Carrefour,Malaga,12/05/2019 04:24,12/05/2019 05:49,140.04
97613571F,Supersol,Almeria,12/05/2019 08:13,12/05/2019 09:08,73.74
64424575B,Carrefour,Granada,12/05/2019 10:26,12/05/2019 10:54,15.67
82623561V,Lidl,Granada,12/05/2019 19:41,12/05/2019 20:27,2.88
54834500Q,Dia,Almeria,12/05/2019 22:17,13/05/2019 00:29,103.44
09012314V,Mercadona,Malaga,13/05/2019 00:36,13/05/2019 02:54,154.63
03973756T,Dia,Malaga,13/05/2019 02:31,13/05/2019 03:49,129.02
07915999C,Dia,Sevilla,13/05/2019 02:53,13/05/2019 05:26,139.04
39800451D,Dia,Cadiz,13/05/2019 10:02,13/05/2019 12:14,34.79
68082758K,Aldi,Cordoba,13/05/2019 18:10,13/05/2019 18:47,86.96
93164304K,Aldi,Cadiz,13/05/2019 20:23,13/05/2019 23:18,143.25
28092397J,Dia,Malaga,13/05/2019 22:12,13/05/2019 22:32,176.89
52079112M,Supersol,Cordoba,14/05/2019 01:29,14/05/2019 01:57,55.25
27633503S,Aldi,Jaen,14/05/2019 17:32,14/05/2019 18:47,146.25
58572662B,Mercadona,Sevilla,14/05/2019 22:39,15/05/2019 01:15,153.98
67798408C,Mercadona,Cadiz,15/05/2019 01:44,15/05/2019 03:50,4.36
74893962M,Carrefour,Malaga,15/05/2019 02:55,15/05/2019 03:37,72.68
47687051R,Lidl,Malaga,15/05/2019 05:46,15/05/2019 08:08,15.68
03446856F,Mercadona,Malaga,15/05/2019 05:53,15/05/2019 06:30,68.29
56839409S,Dia,Malaga,15/05/2019 06:27,15/05/2019 06:32,44.55
90225569L,Carrefour,Sevilla,15/05/2019 09:55,15/05/2019 11:53,53.93
60132584G,Lidl,Malaga,15/05/2019 12:29,15/05/2019 12:45,27.31
03973756T,Lidl,Malaga,15/05/2019 13:30,15/05/2019 13:31,81.80
62565551P,Aldi,Huelva,15/05/2019 15:16,15/05/2019 16:56,121.07
38786341S,Mas,Malaga,15/05/2019 18:00,15/05/2019 20:38,154.00
52079112M,Aldi,Cordoba,15/05/2019 18:59,15/05/2019 19:41,126.47
60132584G,Mercadona,Huelva,15/05/2019 21:23,15/05/2019 22:02,70.39
96438661Y,Dia,Sevilla,16/05/2019 02:32,16/05/2019 04:49,116.98
88994494L,Dia,Almeria,16/05/2019 05:49,16/05/2019 06:36,16.88
38786341S,Dia,Cordoba,16/05/2019 08:43,16/05/2019 10:35,152.72
10095030P,Supersol,Cordoba,16/05/2019 18:59,16/05/2019 20:54,84.96
95962277K,Lidl,Huelva,16/05/2019 20:13,16/05/2019 22:24,28.60
61366995M,Dia,Malaga,16/05/2019 20:29,16/05/2019 22:01,25.37
66726317M,Supersol,Almeria,17/05/2019 02:23,17/05/2019 04:23,88.99
99074860Z,Mas,Huelva,17/05/2019 06:32,17/05/2019 07:49,85.49
00979137G,Aldi,Sevilla,17/05/2019 13:33,17/05/2019 15:02,132.24
29608161P,Dia,Almeria,17/05/2019 22:29,18/05/2019 01:06,90.24
06873834P,Supersol,Cordoba,18/05/2019 02:33,18/05/2019 03:19,186.18
88351059D,Mas,Cadiz,18/05/2019 08:22,18/05/2019 08:28,148.88
03973756T,Carrefour,Malaga,18/05/2019 10:09,18/05/2019 10:32,124.03
23041602H,Aldi,Jaen,18/05/2019 14:26,18/05/2019 14:33,92.58
46908107K,Aldi,Malaga,18/05/2019 16:17,18/05/2019 16:59,34.47
96010371E,Mas,Cordoba,18/05/2019 18:32,18/05/2019 20:39,99.52
30869274P,Dia,Granada,18/05/2019 22:48,18/05/2019 23:24,157.80
01940629G,Mercadona,Huelva,19/05/2019 03:17,19/05/2019 04:34,92.97
70968635L,Lidl,Jaen,19/05/2019 07:22,19/05/2019 08:38,42.03
86302030G,Supersol,Huelva,19/05/2019 10:34,19/05/2019 12:02,124.83
40794181R,Aldi,Malaga,19/05/2019 11:40,19/05/2019 12:34,156.10
96429150V,Aldi,Jaen,19/05/2019 15:51,19/05/2019 17:14,35.58
03163426Y,Aldi,Malaga,19/05/2019 16:53,19/05/2019 19:06,24.44
13529450E,Mercadona,Sevilla,20/05/2019 05:01,20/05/2019 06:00,71.43
20857473S,Mas,Almeria,20/05/2019 07:23,20/05/2019 07:35,5.61
40509222N,Supersol,Huelva,20/05/2019 13:19,20/05/2019 15:08,80.99
79239356D,Lidl,Cordoba,20/05/2019 16:02,20/05/2019 17:32,61.02
98991637M,Supersol,Almeria,21/05/2019 00:38,21/05/2019 01:53,125.35
99074860Z,Mas,Cordoba,21/05/2019 03:05,21/05/2019 04:48,3.80
01981740Z,Lidl,Huelva,21/05/2019 03:27,21/05/2019 04:51,156.85
63680819Y,Supersol,Malaga,21/05/2019 05:24,21/05/2019 06:56,193.93
57273611T,Lidl,Sevilla,21/05/2019 07:17,21/05/2019 10:11,188.84
77637254H,Dia,Cadiz,21/05/2019 09:48,21/05/2019 12:10,51.38
09912256S,Mas,Jaen,21/05/2019 13:53,21/05/2019 15:26,47.82
83826560R,Mercadona,Cordoba,21/05/2019 14:50,21/05/2019 17:44,143.70
82733528K,Supersol,Malaga,21/05/2019 18:37,21/05/2019 18:45,98.09
27527799L,Mercadona,Cadiz,22/05/2019 00:25,22/05/2019 00:39,53.85
68082758K,Dia,Almeria,22/05/2019 01:33,22/05/2019 03:42,167.24
69252327V,Dia,Sevilla,22/05/2019 05:49,22/05/2019 08:28,90.10
74648587V,Dia,Jaen,22/05/2019 06:55,22/05/2019 08:36,18.00
26457703K,Dia,Cordoba,22/05/2019 09:51,22/05/2019 11:42,81.36
51907371M,Supersol,Huelva,22/05/2019 17:37,22/05/2019 17:39,33.21
61828490M,Mas,Malaga,22/05/2019 21:58,22/05/2019 22:11,98.68
33625036W,Dia,Huelva,23/05/2019 00:23,23/05/2019 00:33,9.04
02866418C,Mercadona,Huelva,23/05/2019 02:19,23/05/2019 02:42,68.89
09082460J,Aldi,Jaen,23/05/2019 03:13,23/05/2019 05:41,189.98
09223452S,Dia,Almeria,23/05/2019 16:21,23/05/2019 19:18,64.90
30869274P,Supersol,Cadiz,23/05/2019 20:16,23/05/2019 20:52,108.00
04341138A,Carrefour,Granada,24/05/2019 04:41,24/05/2019 06:31,32.84
37766627Y,Lidl,Granada,24/05/2019 05:45,24/05/2019 06:52,11.31
73699204M,Mercadona,Almeria,24/05/2019 15:20,24/05/2019 18:17,58.41
37766627Y,Mas,Malaga,24/05/2019 18:25,24/05/2019 21:11,92.19
53016835H,Aldi,Malaga,24/05/2019 21:29,24/05/2019 23:17,199.99
04686801E,Supersol,Huelva,24/05/2019 23:04,24/05/2019 23:12,14.21
60438858X,Carrefour,Malaga,25/05/2019 00:03,25/05/2019 01:38,199.47
58572662B,Mercadona,Almeria,25/05/2019 01:55,25/05/2019 02:02,52.14
40509222N,Lidl,Huelva,25/05/2019 09:36,25/05/2019 11:30,129.27
46353907Y,Mercadona,Sevilla,25/05/2019 10:58,25/05/2019 11:24,92.22
03446856F,Aldi,Malaga,25/05/2019 15:30,25/05/2019 15:31,147.71
96399047K,Carrefour,Huelva,25/05/2019 17:21,25/05/2019 19:53,3.43
15105765D,Aldi,Granada,25/05/2019 18:49,25/05/2019 21:20,185.30
46653649N,Mercadona,Almeria,25/05/2019 19:51,25/05/2019 20:32,132.55
60871662T,Dia,Malaga,25/05/2019 22:36,25/05/2019 23:07,1.69
88366171X,Dia,Malaga,26/05/2019 05:27,26/05/2019 06:11,186.30
62565551P,Supersol,Cordoba,26/05/2019 12:57,26/05/2019 13:25,4.87
43988060P,Carrefour,Huelva,26/05/2019 13:56,26/05/2019 15:38,72.13
61828490M,Lidl,Cordoba,26/05/2019 15:55,26/05/2019 16:43,26.19
40092186N,Aldi,Almeria,26/05/2019 16:41,26/05/2019 19:41,3.32
06873834P,Aldi,Granada,26/05/2019 18:13,26/05/2019 18:56,169.02
89165507G,Dia,Malaga,26/05/2019 19:05,26/05/2019 19:45,145.27
89696500L,Supersol,Cadiz,27/05/2019 03:54,27/05/2019 05:35,102.18
36098787B,Supersol,Cordoba,27/05/2019 04:57,27/05/2019 07:19,27.27
38465415P,Supersol,Malaga,27/05/2019 07:08,27/05/2019 09:35,151.69
22253955Y,Carrefour,Granada,27/05/2019 08:07,27/05/2019 09:56,41.32
53408767F,Carrefour,Almeria,27/05/2019 08:42,27/05/2019 09:53,137.80
40509222N,Lidl,Almeria,27/05/2019 11:40,27/05/2019 13:58,23.40
22721234V,Aldi,Jaen,27/05/2019 11:49,27/05/2019 13:16,126.78
69676491S,Aldi,Huelva,27/05/2019 13:29,27/05/2019 16:04,164.02
00064259C,Dia,Sevilla,27/05/2019 18:07,27/05/2019 19:04,93.63
29436667W,Lidl,Huelva,27/05/2019 19:18,27/05/2019 21:01,160.57
43280337H,Lidl,Jaen,28/05/2019 06:18,28/05/2019 07:31,128.83
66650844H,Lidl,Malaga,28/05/2019 06:42,28/05/2019 09:25,10.08
50606212W,Supersol,Huelva,28/05/2019 08:01,28/05/2019 08:46,30.07
06903946J,Lidl,Malaga,28/05/2019 12:16,28/05/2019 13:56,63.55
21135362H,Aldi,Huelva,28/05/2019 13:58,28/05/2019 16:35,110.35
20575725V,Mas,Cordoba,28/05/2019 14:55,28/05/2019 15:02,22.05
09340886B,Mas,Malaga,28/05/2019 15:08,28/05/2019 17:11,174.02
36148874G,Mercadona,Cordoba,28/05/2019 17:00,28/05/2019 19:20,147.00
88351059D,Carrefour,Malaga,28/05/2019 22:17,28/05/2019 23:56,132.84
38373613E,Lidl,Cadiz,29/05/2019 03:03,29/05/2019 04:03,32.55
30015074M,Mercadona,Huelva,29/05/2019 03:35,29/05/2019 04:07,55.20
45925901F,Supersol,Jaen,29/05/2019 10:05,29/05/2019 10:36,176.79
11375731T,Aldi,Malaga,29/05/2019 11:08,29/05/2019 13:25,56.12
73138355B,Supersol,Malaga,29/05/2019 12:18,29/05/2019 12:27,35.84
70406167Q,Aldi,Malaga,30/05/2019 03:01,30/05/2019 04:12,142.72
46789450K,Aldi,Cordoba,30/05/2019 07:48,30/05/2019 08:31,89.41
38365814C,Carrefour,Cordoba,30/05/2019 17:09,30/05/2019 18:34,123.54
77638044A,Mercadona,Cadiz,30/05/2019 17:43,30/05/2019 19:38,99.64
62601881K,Aldi,Cadiz,31/05/2019 00:17,31/05/2019 02:29,165.99
37957550Y,Carrefour,Malaga,31/05/2019 03:14,31/05/2019 04:09,131.15
27527799L,Lidl,Huelva,31/05/2019 09:32,31/05/2019 10:44,163.02
33625036W,Carrefour,Huelva,31/05/2019 12:50,31/05/2019 15:26,24.34
40092186N,Lidl,Malaga,31/05/2019 17:09,31/05/2019 17:40,175.81
32835082Y,Mercadona,Sevilla,31/05/2019 20:44,31/05/2019 21:05,122.70
30510524N,Aldi,Huelva,31/05/2019 22:27,31/05/2019 22:36,166.20
96501703M,Aldi,Granada,31/05/2019 22:57,31/05/2019 23:04,54.89
77638044A,Mercadona,Huelva,01/06/2019 00:01,01/06/2019 02:10,59.22
80806155W,Supersol,Cadiz,01/06/2019 01:19,01/06/2019 03:13,123.91
50731612Y,Dia,Malaga,01/06/2019 06:30,01/06/2019 09:14,91.57
97452705A,Lidl,Cadiz,01/06/2019 19:33,01/06/2019 20:52,126.67
46789450K,Lidl,Jaen,01/06/2019 22:23,02/06/2019 01:14,187.22
67616573T,Carrefour,Malaga,02/06/2019 06:09,02/06/2019 07:57,93.41
64424575B,Mercadona,Cadiz,02/06/2019 11:37,02/06/2019 14:15,141.68
18343589P,Dia,Granada,02/06/2019 15:25,02/06/2019 17:32,164.63
29608161P,Mercadona,Malaga,03/06/2019 00:43,03/06/2019 02:57,167.36
08083605W,Supersol,Almeria,03/06/2019 01:33,03/06/2019 03:25,147.38
57212545E,Supersol,Cordoba,03/06/2019 02:28,03/06/2019 05:06,36.61
42916174Z,Mercadona,Sevilla,03/06/2019 05:12,03/06/2019 07:29,78.05
68573730N,Carrefour,Huelva,03/06/2019 19:05,03/06/2019 19:14,2.39
46908107K,Mercadona,Sevilla,04/06/2019 04:24,04/06/2019 05:03,122.82
06873834P,Aldi,Jaen,04/06/2019 05:04,04/06/2019 05:23,9.14
